timestamp,ax,ay,az,gx,gy,gz
10169,-3972,12124,1924,11017,2192,5096
10191,3180,18296,3668,3960,-1998,2660
10213,7564,13088,1552,-3001,6135,2829
10236,2908,10000,3072,-2910,4801,-5248
10257,3500,8328,3556,-2454,5016,-3858
10280,844,10404,4032,876,1525,-4590
10302,5236,16808,4704,-4686,-756,-1745
10323,4452,9508,4188,-12108,1145,975
10346,5332,3728,2796,-6093,-3105,-4644
10367,11212,11132,3376,-6149,-5140,-4573
10388,11456,5748,2376,-12848,263,4357
10412,9316,-1980,560,-8347,-1377,1703
10433,13060,-3464,-1120,-6581,2391,1076
10456,3200,-4900,2652,-12332,12653,3378
10478,-11760,-21148,2584,-14496,9147,-3456
10499,-17112,-28972,-2192,5942,-6053,-8286
10521,-4332,-20340,-5208,16033,-17682,-8340
10544,-8252,-16520,-3216,17096,-7182,-5702
10565,-18560,-11412,-6564,27642,-20689,-18446
10587,100,3144,-11964,32767,-32768,-23740
10610,22000,10644,-10888,24334,-30228,-9410
10631,18076,3516,-8860,19388,-17112,3642
10654,18904,3788,-11624,31390,-26086,3340
10675,28692,23000,-17464,32767,-32029,676
10697,32767,32767,-21136,24846,-32768,8435
10719,32767,18764,-18236,-3927,-530,28178
10741,32767,-5324,-15800,9435,15703,31906
10763,28168,-1304,-13060,11951,520,5018
10786,31244,3720,-14380,14039,5267,-2503
10808,32767,13072,-14308,3109,5747,4446
10830,28172,684,-13224,778,17541,20668
10852,14356,6164,-11480,7975,15951,13657
10874,13868,7164,-8032,-2225,5806,2181
10896,20760,-2588,-9232,-669,4984,765
10917,19064,1192,-8876,3582,7261,493
10940,16524,4632,-9208,3133,6751,-4047
10962,19448,11144,-9228,-3965,4473,-7463
10984,22168,3708,-10948,-7696,11019,-4039
11005,15624,8744,-10476,-4635,10324,1165
11028,17296,10268,-10896,-9320,11830,-591
11049,12476,13640,-9208,-14190,12967,-4298
11072,13960,8476,-9620,-20562,8844,-8452
11094,16056,6632,-10340,-15682,10556,-3746
11115,11988,12640,-7832,-19644,12185,-3333
11137,10816,1776,-9636,-24390,8714,-8082
11159,12588,1652,-9360,-15195,6221,-10390
11181,17100,4824,-8500,-17904,4739,-5404
11204,11224,2480,-5216,-17448,13786,1765
11225,-2432,11632,1060,-20035,4642,-8360
11248,13648,-8644,-7396,-32768,-18838,-13727
11270,32767,-32536,-8872,-13948,-2799,-11316
11292,5180,10708,3256,1533,8975,-428
11313,-996,7648,-2456,-32768,-19459,1226
11337,26068,-32768,-11168,-32768,-31052,-3798
11357,32767,-32768,-7932,4664,-14587,-6025
11380,32064,5408,5220,725,7044,4222
11401,18656,-8480,4180,-22547,1363,10888
11424,17952,-11748,252,-8317,-8819,6814
11446,32767,-13208,-1448,-16203,-1580,6360
11468,14588,-24156,-1060,-1274,11884,7120
11489,13628,-2384,236,15007,-9791,-12050
11512,32767,6324,-1484,-223,-1577,-2562
11534,26084,-13212,-3048,-5706,16301,10241
11556,21664,-22880,-4332,10791,3864,-6361
11577,32032,-4992,-2992,23854,6833,-12121
11600,30840,6264,740,12556,15901,-325
11622,20696,-2056,3808,10228,16488,6482
11643,14636,-3708,4768,8942,2097,4180
11666,32767,-16904,-6172,7819,-11758,-22410
11687,32767,-6940,-8656,23718,11731,-14137
11710,32767,6140,-5064,13454,31803,13326
11731,14008,-156,-1744,5007,21415,24418
11753,19920,-11204,-7128,3165,2348,15528
11776,27336,-21704,-11476,3715,8635,4325
11798,18012,-16336,-15020,27661,18379,-6506
11818,9320,14400,-9912,32767,18190,-1049
11841,640,28468,-1312,22952,19234,6891
11863,-9336,28616,1800,5771,10761,1602
11885,-3584,19488,180,-2758,-5844,-16004
11907,16552,16960,-684,-339,-771,-10302
11929,7812,12096,2820,-7024,15808,10086
11952,-7284,3208,4992,16,14819,8693
11973,-8772,14676,3908,8087,-875,-8874
11996,6712,23048,3076,-5632,-5242,-13078
12017,10300,7192,2312,-18510,5157,-3361
12039,412,-4444,1168,-7673,5209,-2626
12062,1404,3424,520,5232,-7486,-9359
12084,12860,14864,1184,2641,-7901,-364
12105,13268,11844,704,-6407,-848,8939
12128,7192,2096,796,-9995,2616,7434
12150,5200,-8612,1376,-4685,863,4363
12172,2936,-10344,2104,5807,123,8294
12194,-248,-976,4604,6388,1553,7097
12216,-8780,-6444,3160,-8577,2094,-1230
12238,-10332,-24232,-3604,-5048,-7986,-11872
12259,-160,-31812,-7432,9483,-15799,-6063
12281,-864,-17736,-6352,31870,-10420,-3145
12303,-7316,6368,-2516,28958,-16027,-15092
12326,4076,4368,-4424,17973,-21354,-20299
12347,11612,4844,-9788,15454,-23136,-17362
12369,20888,3616,-12384,15679,-18249,-8353
12391,21992,1404,-13120,26148,-18408,4828
12413,30712,18988,-13208,32555,-19435,7801
12435,32767,17652,-12880,18615,-15628,13556
12457,32767,12672,-15364,22346,-11888,17854
12480,32767,13412,-17512,14949,-7195,18136
12501,32767,7324,-17780,7497,5131,10671
12524,29580,4304,-16436,8891,6836,6746
12545,29740,9548,-14016,13643,5348,7464
12568,25032,15976,-11816,5799,10274,12271
12589,20224,8736,-11280,-3732,5998,5361
12611,27640,3844,-13252,-2058,2014,-1765
12633,32412,5256,-13552,-2520,9581,149
12655,23148,7228,-11932,-2868,18763,5604
12677,11500,10216,-9080,-4255,18083,1272
12699,8596,12468,-7988,-7880,8934,-4967
12721,16208,11532,-10312,-13130,6602,-3469
12743,16556,6320,-10608,-15392,12408,2521
12765,9984,7896,-10128,-12536,12012,-223
12787,8996,11764,-9620,-13533,10243,-5905
12809,6836,15360,-9168,-18409,6970,-7503
12832,14620,9360,-12776,-26127,3630,-8943
12853,12464,4520,-11552,-21866,12931,2460
12875,2888,8124,-9260,-21571,7161,2062
12897,10836,5716,-9248,-22004,-74,-2297
12919,19092,5500,-9172,-21667,4641,7610
12941,5284,12284,-6976,-26916,11302,15395
12963,-2540,-8292,-10640,-32768,2720,7200
12985,-1400,-32768,-10760,-24359,-10805,-1712
13008,14580,-14848,-7560,7242,-30952,-8781
13029,32767,-1472,-6440,-25618,-16774,8397
13051,25468,-32768,-11692,-32768,-155,2689
13074,26468,-32768,-6884,-5561,-18607,-5694
13096,32767,-12984,-816,20472,-6969,-2634
13117,32767,1016,1500,-5525,24593,24388
13139,8940,-15964,560,-9245,19524,17982
13162,10388,-18608,-1308,4775,-1640,-1790
13183,23512,-11976,-2696,13615,-755,-8449
13205,21236,1968,-2268,15370,1762,-6133
13227,29236,5840,-3164,6168,1478,-4479
