timestamp,ax,ay,az,gx,gy,gz
10743,-52,16100,3120,164,1359,41
10766,-104,16056,3180,176,1341,55
10787,-108,16132,3208,200,1352,64
10810,-104,16120,3268,152,1360,80
10832,-100,16096,3112,184,1350,98
10853,-60,16068,3196,147,1358,23
10876,-76,16044,3208,187,1349,58
10896,16,16072,3184,147,1357,55
10919,-80,16124,3156,164,1335,45
10942,-96,16040,3188,157,1357,70
10963,-68,16076,3132,204,1358,82
10985,-92,16092,3176,168,1374,65
11007,-24,16032,3144,191,1354,49
11029,-128,16064,3224,168,1364,77
11052,-48,16092,3148,208,1361,87
11073,-56,16140,3132,203,1348,92
11094,-68,16108,3148,182,1383,43
11117,-120,16056,3152,173,1335,29
11139,-128,16056,3100,152,1349,70
11160,-80,16112,3112,199,1311,53
11183,-104,16052,3248,183,1373,34
11205,-132,16072,3112,237,1396,45
11226,-156,16096,3252,182,1387,83
11249,-76,16024,3220,206,1361,66
11271,-96,16104,3220,215,1349,64
11293,-116,16048,3180,165,1347,45
11316,-132,16124,3168,185,1376,69
11336,-40,16088,3052,191,1324,38
11360,-72,16000,3108,180,1359,27
11381,-180,16072,3092,205,1343,91
11403,-64,16100,3160,190,1386,53
11426,-120,16088,3196,174,1347,49
11447,-88,16088,3184,212,1333,30
11469,-20,16112,3252,150,1341,52
11492,-124,16072,3160,163,1370,60
11513,-32,16096,3208,183,1377,44
11535,-56,16076,3228,197,1343,70
11557,-116,16124,3200,173,1360,48
11579,-76,16128,3184,196,1351,29
11602,-164,16000,3240,195,1365,75
11623,-36,16080,3188,201,1369,67
11646,-120,16136,3172,182,1369,65
11667,-4,16044,3104,220,1344,28
11690,-112,16064,3156,169,1378,58
11711,-160,16016,3180,190,1347,38
11733,-84,16080,3152,215,1346,59
11755,-132,16108,3148,178,1362,36
11777,-72,16088,3184,188,1373,49
11799,-184,16092,3240,151,1372,81
11820,-44,16060,3088,196,1351,69
11842,-88,16064,3116,197,1353,38
11865,-128,16096,3176,188,1316,67
11886,-92,16100,3156,192,1357,32
11909,-76,16132,3084,195,1383,58
11932,-124,16052,3216,208,1375,43
11952,-60,15988,3112,207,1354,33
11976,-32,16048,3132,162,1318,78
11997,-100,16100,3144,201,1389,47
12018,-48,16152,3096,209,1372,47
12041,-88,16084,3220,209,1406,74
12063,-40,16136,3016,194,1396,80
12085,-104,16088,3168,188,1347,59
12108,-128,16076,3176,153,1343,103
12128,-72,16004,3180,160,1339,46
12151,-72,16124,3264,181,1349,79
12173,-60,16072,3144,204,1359,48
12195,-116,16064,3080,184,1317,67
12217,-140,16128,3084,182,1385,71
12239,-76,16136,3204,187,1334,43
12261,-96,16100,3084,178,1360,35
12282,-56,16048,3168,187,1399,64
12306,-148,16104,3124,193,1348,90
12327,-112,16048,3104,194,1339,34
12349,-84,16088,3128,174,1335,62
12372,-100,16112,3132,195,1367,22
12393,-68,16088,3292,199,1346,42
12415,-88,16048,3236,184,1343,31
12436,-84,16048,3152,213,1404,79
12459,-168,16096,3140,194,1377,45
12481,-64,16052,3152,207,1332,35
12503,-68,16088,3116,170,1361,16
12526,-116,16100,3112,202,1370,79
12547,-68,16124,3148,175,1346,40
12569,-140,16004,3220,205,1360,44
12590,-88,16100,3140,172,1356,65
